C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_22_555.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_22_555.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_22_555.jpg, 0, 0, 0, 7.851395E-05
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_22_659.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_22_659.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_22_659.jpg, 0, 0, 0, 7.964564E-05
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_22_764.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_22_764.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_22_764.jpg, 0, 0, 0, 7.807749E-05
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_22_866.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_22_866.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_22_866.jpg, 0, 0, 0, 7.770828E-05
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_22_968.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_22_968.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_22_968.jpg, 0, 0, 0, 7.825236E-05
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_23_070.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_23_070.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_23_070.jpg, 0, 0, 0, 7.813385E-05
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_23_171.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_23_171.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_23_171.jpg, 0, 0, 0, 8.080869E-05
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_23_271.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_23_271.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_23_271.jpg, 0, 0, 0, 7.869808E-05
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_23_372.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_23_372.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_23_372.jpg, 0, 0, 0, 8.079251E-05
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_23_475.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_23_475.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_23_475.jpg, 0, 0, 0, 7.891856E-05
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_23_580.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_23_580.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_23_580.jpg, 0, 0, 0, 8.133116E-05
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_23_687.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_23_687.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_23_687.jpg, 0, 0, 0, 8.440178E-05
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_23_790.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_23_790.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_23_790.jpg, 0, 0.04503, 0, 0.0135964
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_23_897.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_23_897.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_23_897.jpg, 0, 0.3445362, 0, 0.3013681
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_23_998.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_23_998.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_23_998.jpg, 0, 0.6381851, 0, 0.8813052
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_24_106.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_24_106.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_24_106.jpg, 0, 0.9948398, 0, 2.159685
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_24_210.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_24_210.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_24_210.jpg, 0, 1, 0, 3.346627
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_24_318.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_24_318.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_24_318.jpg, 0, 1, 0, 4.520527
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_24_421.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_24_421.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_24_421.jpg, 0, 1, 0, 5.681137
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_24_524.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_24_524.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_24_524.jpg, 0, 1, 0, 7.059157
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_24_625.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_24_625.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_24_625.jpg, 0, 1, 0, 8.195248
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_24_731.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_24_731.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_24_731.jpg, 0, 1, 0, 9.320292
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_24_835.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_24_835.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_24_835.jpg, 0, 1, 0, 10.43431
C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\center_2019_03_28_01_48_24_936.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\left_2019_03_28_01_48_24_936.jpg, C:\Users\HP\Downloads\Compressed\simulator-windows-64\IMG\right_2019_03_28_01_48_24_936.jpg, 0, 1, 0, 11.636
